# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	873777	875294	+	WP_011107406.1	WP_011107406.1		DUF4301 family protein			BT_RS03505	1518	505	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	875560	876183	+							BT_RS03510	624		old_locus_tag=BT0702,BT_0702
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	875560	876183	+	WP_008765580.1	WP_008765580.1		chloramphenicol acetyltransferase			BT_RS03510	624	207	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	876268	877443	+							BT_RS03515	1176		old_locus_tag=BT0703,BT_0703
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	876268	877443	+	WP_225011901.1	WP_225011901.1		acyloxyacyl hydrolase			BT_RS03515	1176	391	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	877494	878660	+					purT		BT_RS03520	1167		old_locus_tag=BT0704,BT_0704
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	877494	878660	+	WP_008765582.1	WP_008765582.1		formate-dependent phosphoribosylglycinamide formyltransferase	purT		BT_RS03520	1167	388	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	878759	879697	+							BT_RS03525	939		old_locus_tag=BT0705,BT_0705
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	878759	879697	+	WP_055229865.1	WP_055229865.1		outer membrane beta-barrel protein			BT_RS03525	939	312	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	879828	879929	-							BT_RS03530	102		
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	879828	879929	-	WP_149192761.1	WP_149192761.1		smalltalk protein			BT_RS03530	102	33	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	879984	880448	-							BT_RS03535	465		old_locus_tag=BT0706,BT_0706
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	879984	880448	-	WP_105100245.1	WP_105100245.1		N-acetylmuramoyl-L-alanine amidase			BT_RS03535	465	154	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	880513	881022	-							BT_RS03540	510		old_locus_tag=BT0707,BT_0707
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	880513	881022	-	WP_008765585.1	WP_008765585.1		HU family DNA-binding protein			BT_RS03540	510	169	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	881301	881546	+							BT_RS03545	246		old_locus_tag=BT0708,BT_0708
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	881301	881546	+	WP_008761384.1	WP_008761384.1		DUF4248 domain-containing protein			BT_RS03545	246	81	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	881771	884134	-							BT_RS03550	2364		old_locus_tag=BT0709,BT_0709
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	881771	884134	-	WP_162303189.1	WP_162303189.1		DUF3987 domain-containing protein			BT_RS03550	2364	787	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	884246	884656	-							BT_RS03555	411		old_locus_tag=BT0710,BT_0710
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	884246	884656	-	WP_008765587.1	WP_008765587.1		hypothetical protein			BT_RS03555	411	136	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	885279	886796	+					atpD		BT_RS03560	1518		old_locus_tag=BT0711,BT_0711
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	885279	886796	+	WP_008761388.1	WP_008761388.1		F0F1 ATP synthase subunit beta	atpD		BT_RS03560	1518	505	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	886815	887060	+					atpC		BT_RS03565	246		old_locus_tag=BT0712,BT_0712
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	886815	887060	+	WP_011107410.1	WP_011107410.1		ATP synthase F1 subunit epsilon	atpC		BT_RS03565	246	81	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	887103	887537	+							BT_RS03570	435		old_locus_tag=BT0713,BT_0713
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	887103	887537	+	WP_008765589.1	WP_008765589.1		hypothetical protein			BT_RS03570	435	144	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	887521	888627	+					atpB		BT_RS03575	1107		old_locus_tag=BT0714,BT_0714
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	887521	888627	+	WP_011107411.1	WP_011107411.1		F0F1 ATP synthase subunit A	atpB		BT_RS03575	1107	368	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	888686	888943	+					atpE		BT_RS03580	258		old_locus_tag=BT0715,BT_0715
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	888686	888943	+	WP_004295758.1	WP_004295758.1		ATP synthase F0 subunit C	atpE		BT_RS03580	258	85	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	888956	889459	+					atpF		BT_RS03585	504		old_locus_tag=BT0716,BT_0716
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	888956	889459	+	WP_008761391.1	WP_008761391.1		F0F1 ATP synthase subunit B	atpF		BT_RS03585	504	167	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	889465	890025	+							BT_RS03590	561		old_locus_tag=BT0717,BT_0717
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	889465	890025	+	WP_008761392.1	WP_008761392.1		F0F1 ATP synthase subunit delta			BT_RS03590	561	186	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	890025	891608	+					atpA		BT_RS03595	1584		old_locus_tag=BT0718,BT_0718
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	890025	891608	+	WP_011107412.1	WP_011107412.1		F0F1 ATP synthase subunit alpha	atpA		BT_RS03595	1584	527	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	891698	892594	+							BT_RS03600	897		old_locus_tag=BT0719,BT_0719
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	891698	892594	+	WP_008761394.1	WP_008761394.1		F0F1 ATP synthase subunit gamma			BT_RS03600	897	298	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	892759	894726	+							BT_RS03605	1968		old_locus_tag=BT0720,BT_0720
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	892759	894726	+	WP_011107413.1	WP_011107413.1		LruC domain-containing protein			BT_RS03605	1968	655	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	894960	897506	+							BT_RS03610	2547		old_locus_tag=BT0721,BT_0721
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	894960	897506	+	WP_011107414.1	WP_011107414.1		helix-turn-helix domain-containing protein			BT_RS03610	2547	848	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	897605	898225	-							BT_RS03615	621		old_locus_tag=BT0722,BT_0722
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	897605	898225	-	WP_008761396.1	WP_008761396.1		lysine exporter LysO family protein			BT_RS03615	621	206	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	898222	898500	-							BT_RS03620	279		old_locus_tag=BT0723,BT_0723
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	898222	898500	-	WP_008765593.1	WP_008765593.1		LysO family transporter			BT_RS03620	279	92	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	899030	899938	-							BT_RS03625	909		old_locus_tag=BT0725,BT_0725
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	899030	899938	-	WP_008765594.1	WP_008765594.1		NAD(P)-dependent oxidoreductase			BT_RS03625	909	302	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	900137	900259	+							BT_RS03630	123		old_locus_tag=BT0726,BT_0726
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	900137	900259	+	WP_225700409.1	WP_225700409.1		RtcB family protein			BT_RS03630	123	40	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	900485	901666	-							BT_RS03635	1182		old_locus_tag=BT0727,BT_0727
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	900485	901666	-	WP_011107416.1	WP_011107416.1		clostripain-related cysteine peptidase			BT_RS03635	1182	393	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	902016	902915	-							BT_RS03640	900		old_locus_tag=BT0728,BT_0728
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	902016	902915	-	WP_011107417.1	WP_011107417.1		AraC family transcriptional regulator			BT_RS03640	900	299	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	902949	903851	-							BT_RS03645	903		old_locus_tag=BT0729,BT_0729
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	902949	903851	-	WP_008765597.1	WP_008765597.1		helix-turn-helix domain-containing protein			BT_RS03645	903	300	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	904100	905116	+							BT_RS03650	1017		old_locus_tag=BT0730,BT_0730
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	904100	905116	+	WP_008765598.1	WP_008765598.1		SDR family oxidoreductase			BT_RS03650	1017	338	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	905267	905803	-							BT_RS03655	537		old_locus_tag=BT0731,BT_0731
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	905267	905803	-	WP_008765599.1	WP_008765599.1		hypothetical protein			BT_RS03655	537	178	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	906006	906701	-							BT_RS03660	696		old_locus_tag=BT0732,BT_0732
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	906006	906701	-	WP_011107418.1	WP_011107418.1		response regulator transcription factor			BT_RS03660	696	231	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	906714	908228	-							BT_RS03665	1515		old_locus_tag=BT0733,BT_0733
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	906714	908228	-	WP_162303152.1	WP_162303152.1		HAMP domain-containing histidine kinase			BT_RS03665	1515	504	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	908362	910470	+							BT_RS03670	2109		old_locus_tag=BT0734,BT_0734
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	908362	910470	+	WP_011107420.1	WP_011107420.1		outer membrane beta-barrel family protein			BT_RS03670	2109	702	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	910477	912105	-					aspD		BT_RS03675	1629		old_locus_tag=BT0735,BT_0735
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	910477	912105	-	WP_162303153.1	WP_162303153.1		aspartate 4-decarboxylase	aspD		BT_RS03675	1629	542	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	912166	913860	-					aspT		BT_RS03680	1695		old_locus_tag=BT0736,BT_0736
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	912166	913860	-	WP_011107422.1	WP_011107422.1		aspartate-alanine antiporter	aspT		BT_RS03680	1695	564	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	914067	915734	+							BT_RS03685	1668		old_locus_tag=BT0737,BT_0737
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	914067	915734	+	WP_011107423.1	WP_011107423.1		formate--tetrahydrofolate ligase			BT_RS03685	1668	555	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	916121	917401	-							BT_RS03690	1281		old_locus_tag=BT0738,BT_0738
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	916121	917401	-	WP_011107424.1	WP_011107424.1		serine hydroxymethyltransferase			BT_RS03690	1281	426	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	917622	918359	-							BT_RS03695	738		old_locus_tag=BT0739,BT_0739
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	917622	918359	-	WP_008761413.1	WP_008761413.1		PorT family protein			BT_RS03695	738	245	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	918376	918942	-							BT_RS03700	567		old_locus_tag=BT0740,BT_0740
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	918376	918942	-	WP_032840898.1	WP_032840898.1		flavin reductase family protein			BT_RS03700	567	188	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	918977	919438	-					pyrI		BT_RS03705	462		old_locus_tag=BT0741,BT_0741
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	918977	919438	-	WP_008761415.1	WP_008761415.1		aspartate carbamoyltransferase regulatory subunit	pyrI		BT_RS03705	462	153	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	919435	920376	-					pyrB		BT_RS03710	942		old_locus_tag=BT0742,BT_0742
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	919435	920376	-	WP_008761416.1	WP_008761416.1		aspartate carbamoyltransferase	pyrB		BT_RS03710	942	313	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	920582	922921	+							BT_RS03715	2340		old_locus_tag=BT0743,BT_0743
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	920582	922921	+	WP_011107425.1	WP_011107425.1		transglycosylase domain-containing protein			BT_RS03715	2340	779	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	922932	923312	+							BT_RS03720	381		old_locus_tag=BT0744,BT_0744
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	922932	923312	+	WP_008761418.1	WP_008761418.1		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase			BT_RS03720	381	126	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	923309	924061	+					kdsB		BT_RS03725	753		old_locus_tag=BT0745,BT_0745
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	923309	924061	+	WP_008761419.1	WP_008761419.1		3-deoxy-manno-octulosonate cytidylyltransferase	kdsB		BT_RS03725	753	250	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	924065	925348	+							BT_RS03730	1284		old_locus_tag=BT0746,BT_0746
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	924065	925348	+	WP_008761420.1	WP_008761420.1		insulinase family protein			BT_RS03730	1284	427	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	925432	926601	+							BT_RS03735	1170		old_locus_tag=BT0747,BT_0747
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	925432	926601	+	WP_008765612.1	WP_008765612.1		phosphatidylinositol-4-phosphate 5-kinase			BT_RS03735	1170	389	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	926690	927628	-							BT_RS03740	939		old_locus_tag=BT0748,BT_0748
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	926690	927628	-	WP_008761422.1	WP_008761422.1		ribose-phosphate pyrophosphokinase			BT_RS03740	939	312	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	927935	932182	+							BT_RS03745	4248		old_locus_tag=BT0749,BT_0749
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	927935	932182	+	WP_011107427.1	WP_011107427.1		DUF5113 domain-containing protein			BT_RS03745	4248	1415	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	932218	932946	+							BT_RS03750	729		old_locus_tag=BT0750,BT_0750
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	932218	932946	+	WP_008761423.1	WP_008761423.1		DUF5932 domain-containing protein			BT_RS03750	729	242	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	932936	934390	+							BT_RS03755	1455		old_locus_tag=BT0751,BT_0751
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	932936	934390	+	WP_008761424.1	WP_008761424.1		AbgT family transporter			BT_RS03755	1455	484	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	934484	935071	+							BT_RS03760	588		old_locus_tag=BT0752,BT_0752
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	934484	935071	+	WP_008761425.1	WP_008761425.1		RNA polymerase sigma-70 factor			BT_RS03760	588	195	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	935148	936173	+							BT_RS03765	1026		old_locus_tag=BT0753,BT_0753
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	935148	936173	+	WP_008761426.1	WP_008761426.1		FecR domain-containing protein			BT_RS03765	1026	341	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	936299	939685	+							BT_RS03770	3387		old_locus_tag=BT0754,BT_0754
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	936299	939685	+	WP_162303190.1	WP_162303190.1		TonB-dependent receptor			BT_RS03770	3387	1128	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	939715	941520	+							BT_RS03775	1806		old_locus_tag=BT0755,BT_0755
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	939715	941520	+	WP_011107430.1	WP_011107430.1		RagB/SusD family nutrient uptake outer membrane protein			BT_RS03775	1806	601	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	941594	943042	+							BT_RS03780	1449		old_locus_tag=BT0756,BT_0756
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	941594	943042	+	WP_161800184.1	WP_161800184.1		sulfatase			BT_RS03780	1449	482	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	943044	945092	+							BT_RS03785	2049		old_locus_tag=BT0757,BT_0757
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	943044	945092	+	WP_011107432.1	WP_011107432.1		glycoside hydrolase family 2 protein			BT_RS03785	2049	682	
gene	protein_coding	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	945316	945888	+							BT_RS03790	573		old_locus_tag=BT0758,BT_0758
CDS	with_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	945316	945888	+	WP_008765622.1	WP_008765622.1		N-acetyltransferase			BT_RS03790	573	190	
gene	pseudogene	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	946021	946236	-							BT_RS03795	216		partial;pseudo;old_locus_tag=BT0759,BT_0759
CDS	without_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	946021	946236	-				hypothetical protein			BT_RS03795	216		partial;pseudo
gene	pseudogene	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	946357	946383	+							BT_RS24525	27		partial;pseudo
CDS	without_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	946357	946383	+				hypothetical protein			BT_RS24525	27		partial;pseudo
gene	pseudogene	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	946448	946660	+							BT_RS24530	213		partial;pseudo
CDS	without_protein	GCF_000011065.1	Primary Assembly	chromosome		NC_004663.1	946448	946660	+				AAA family ATPase			BT_RS24530	213		partial;pseudo
